N=2,N=5,N=8,N=10
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.05E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.74E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
-2.41E-01,2.04E-01,9.75E-02,1.08E-01
